id,shortName,shortName_override,isLoop,longName_en,longName_en_override,longName_ka,longName_ka_override,longName_ru_override,dest0_en,dest0_en_override,dest0_ka,dest0_ka_override,dest0_ru_override,dest1_en,dest1_en_override,dest1_ka,dest1_ka_override,dest1_ru_override,invertDirection
1:minibusR2666,496,,true,"გლდანის VIII მ/რ - მ/ს ""ახმეტელის თეატრი""",,"გლდანის VIII მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"გლდანის VIII მ/რ - მ/ს ""ახმეტელის თეატრი""",M/S Akhmeteli Theatre,"გლდანის VIII მ/რ - მ/ს ""ახმეტელის თეატრი""","მ/ს ""ახმეტელის თეატრი""",,"გლდანის VIII მ/რ, კორპ. 11",Gldani VIII M/D,"გლდანის VIII მ/რ, კორპ. 11",გლდანის VIII მ/რ,,
1:minibusR24335,497,,,წულუკიძის ქ. - ბახტრიონის ქ.,,წულუკიძის ქ. - ბახტრიონის ქ.,,,წულუკიძის ქ.,,წულუკიძის ქ.,,,მ/ს ტექნიკური უნივერსიტეტი,,მ/ს ტექნიკური უნივერსიტეტი,,,
1:minibusR25826,498,,true,ოდიშელიძის  ქ. - ჭილაძის ქ.,,ოდიშელიძის  ქ. - ჭილაძის ქ.,,,ოდიშელიძის  ქ. - მ/ს სამედიცინო უნივერსიტეტი,,ოდიშელიძის  ქ. - მ/ს სამედიცინო უნივერსიტეტი,,,Otar Chiladze Street,,ოთარ ჭილაძის ქუჩა,,,
1:minibusR25708,499,,true,მ/ს ახმეტელი - იაკობის ქ - შოვის ქ,,მ/ს ახმეტელი - იაკობის ქ - შოვის ქ,,,მ/ს ახმეტელი - იაკობის ქ - შოვის ქ,,მ/ს ახმეტელი - იაკობის ქ - შოვის ქ,,,შოვის და მუხურას ქუჩების გადაკვეთა,,შოვის და მუხურას ქუჩების გადაკვეთა,,,
1:minibusR24280,500,,true,მ/ს ახმეტელი - გრემის ქ,,მ/ს ახმეტელი - გრემის ქ,,,მ/ს ახმეტელი - გრემის ქ,,მ/ს ახმეტელი - გრემის ქ,,,მუხიანი II დას. ტაძრის ქ. N18,,მუხიანი II დას. ტაძრის ქ. N18,,,
1:minibusR13421,501,,true,გადასასვლელი ხიდი - აფხაზეთის ქ.,,გადასასვლელი ხიდი - აფხაზეთის ქ.,,,გადასასვლელი ხიდი - აფხაზეთის ქ.,,გადასასვლელი ხიდი - აფხაზეთის ქ.,,,Railway Passage Bridge,,გადასასვლელი ხიდი,,,
1:minibusR13410,502,,true,მახათას მთა  - გადასასვლელი ხიდი,,მახათას მთა  - გადასასვლელი ხიდი,,,მახათას მთა  - გადასასვლელი ხიდი,,მახათას მთა  - გადასასვლელი ხიდი,,,მახათას მთა # 3 კორპუსი,,მახათას მთა # 3 კორპუსი,,,
1:minibusR13383,503,,true,მაია წყნეთელის ძეგლი - ბეთანია,,მაია წყნეთელის ძეგლი - ბეთანია,,,წყნეთი - ბეთანია,,წყნეთი - ბეთანია,,,Tskneti Center,,წყნეთის ცენტრი,,,
1:minibusR2588,504,,,თიანეთის ქ. - წინამძღვრიშვილის ქ.,,თიანეთის ქ. - წინამძღვრიშვილის ქ.,,,Tianeti St.,,თიანეთის ქ.,,,Tsinamdzgvrishvili St.,,წინამძღვრიშვილის ქ.,,,
1:minibusR13371,505,,true,"ონკოლოგიის კვლევითი ცენტრი - მ/ს ""დელისი""",Oncology Research Center – Delisi Metro,"ონკოლოგიის კვლევითი ცენტრი - მ/ს ""დელისი""",,,"ონკოლოგიის კვლევითი ცენტრი - მ/ს ""დელისი""",,"ონკოლოგიის კვლევითი ცენტრი - მ/ს ""დელისი""",,,Levan Charkviani St #10,Oncology Research Center – Delisi Metro,ლევან ჩარკვიანის ქუჩა #10,,,
1:minibusR13355,506,,true,"ლილო, თენგიზ სტურუას ქ. - ლილო მოლი",,"ლილო, თენგიზ სტურუას ქ. - ლილო მოლი",,,"ლილო, თენგიზ სტურუას ქ. - ლილო მოლი",,"ლილო, თენგიზ სტურუას ქ. - ლილო მოლი",,,Lilo Settl 2nd Block,,ლილოს დასახლება II კვარტალი,,,
1:minibusR13335,507,,,ზღვის უბნის IV მ/რ - მ/ს სადგურის მოედანი,,ზღვის უბნის IV მ/რ - მ/ს სადგურის მოედანი,,,სადგურის მოედანი,,სადგურის მოედანი,,,Zghvisubani IV M/D,,ზღვის უბნის IV მ/რ,,,
1:minibusR2518,508,,true,"ავშნის III შეს. - მ/ს ""ახმეტელის თეატრი""",,"ავშნის III შეს. - მ/ს ""ახმეტელის თეატრი""",,,"ავშნის III შეს. - მ/ს ""ახმეტელის თეატრი""",,"ავშნის III შეს. - მ/ს ""ახმეტელის თეატრი""",,,ვახტანგ ფირცხალავას ქ. N39,,ვახტანგ ფირცხალავას ქ. N39,,,
1:minibusR2487,509,,true,"სამხედრო დასახლება - მ/ს ""ახმეტელის თეატრი""",,"სამხედრო დასახლება - მ/ს ""ახმეტელის თეატრი""",,,"სამხედრო დასახლება - მ/ს ""ახმეტელის თეატრი""",,"სამხედრო დასახლება - მ/ს ""ახმეტელის თეატრი""",,,ლერი ლაგურაშვილის ქ. #5,,ლერი ლაგურაშვილის ქ. #5,,,
1:minibusR2544,510,,true,"გლდანის V მ/რ - მ/ს ""სარაჯიშვილი""",,"გლდანის V მ/რ - მ/ს ""სარაჯიშვილი""",,,"გლდანის V მ/რ - მ/ს ""სარაჯიშვილი""",,"გლდანის V მ/რ - მ/ს ""სარაჯიშვილი""",,,გლდანის მე-3ა მ/რ კორპ. N23,,გლდანის მე-3ა მ/რ კორპ. N23,,,
1:minibusR2607,511,,true,"გლდანის IIIა მ/რ - მ/ს ""ახმეტელის თეატრი""",,"გლდანის IIIა მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"გლდანის IIIა მ/რ - მ/ს ""ახმეტელის თეატრი""",,"გლდანის IIIა მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"გლდანის III ""ა"" მ/რ, კორპ. #20",,"გლდანის III ""ა"" მ/რ, კორპ. #20",,,
1:minibusR24653,512,,,გლდანის VI მ/რ - ილია ჭავჭავაძის გამზირი,,გლდანის VI მ/რ - ილია ჭავჭავაძის გამზირი,,,გლდანის VI მ/რ,,გლდანის VI მ/რ,,,ჭავჭავაძის გამზირი,,ჭავჭავაძის გამზირი,,,
1:minibusR13327,513,,,სვანეთის და სვანეთის I შესახვევის გადაკვეთა - ლიბანის ქ.,,სვანეთის და სვანეთის I შესახვევის გადაკვეთა - ლიბანის ქ.,,,ლიბანის ქ.,,ლიბანის ქ.,,,სვანეთის ქ.,,სვანეთის ქ.,,,
1:minibusR13300,514,,,ჭავჭავაძის ქ. - ლიბანის ქ.,,ჭავჭავაძის ქ. - ლიბანის ქ.,,,ჭავჭავაძის ქ.,,ჭავჭავაძის ქ.,,,ლიბანის ქ.,,ლიბანის ქ.,,,
1:minibusR25812,515,,true,სულხან საბა ორბელიანის ქ. -  წყაროს ქ.,,სულხან საბა ორბელიანის ქ. -  წყაროს ქ.,,,წყაროს ქ. - ორბელიანის ქ.,,წყაროს ქ. - ორბელიანის ქ.,,,"სოფელი გლდანი, წყაროს ქუჩა, #36",,"სოფელი გლდანი, წყაროს ქუჩა, #36",,,
1:minibusR11440,516,,true,"ჭიჭინაძის შეს. - მ/ს ""ვარკეთილი""",,"ჭიჭინაძის შეს. - მ/ს ""ვარკეთილი""",,,"ჭიჭინაძის შეს. - მ/ს ""ვარკეთილი""",,"ჭიჭინაძის შეს. - მ/ს ""ვარკეთილი""",,,ბესარიონ ჭიჭინაძის ქ. #12,,ბესარიონ ჭიჭინაძის ქ. #12,,,
1:minibusR25168,517,,,"ომარ ხიზანიშვილისა და კონსტანტინე ლესელიძის ქუჩების გადაკვეთა - მ/ს ""სადგურის მოედანი 1"" (წრე)",,"ომარ ხიზანიშვილისა და კონსტანტინე ლესელიძის ქუჩების გადაკვეთა - მ/ს ""სადგურის მოედანი 1"" (წრე)",,,მ/ს სადგურის მოედანი,,მ/ს სადგურის მოედანი,,,Gldani VII-VIII M/D,,გლდანის VII-VIII მ/რ,,,
1:minibusR25554,518,,true,"დიდი დიღომი IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,"დიდი დიღომი IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,,"დიდი დიღომი IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,"დიდი დიღომი IV მ/რ - მ/ს ""ახმეტელის თეატრი""",,,Didi Dighomi IV M/D (Bus Depot #2),,დიდი დიღომი IV მ/რ (ავტობაზა #2),,,
1:minibusR24253,519,,,"ისთ ფოინთი - ქეთევან დედოფლის გამზ. #91 ""ა""",,"ისთ ფოინთი - ქეთევან დედოფლის გამზ. #91 ""ა""",,,East Point,,ისთ ფოინთი,,,მ/ს სამგორი,,მ/ს სამგორი,,,
1:minibusR24990,520,,true,"წმ. ბარბარეს უბანი - მ/ს ""ვარკეთილი""",,"წმ. ბარბარეს უბანი - მ/ს ""ვარკეთილი""",,,"წმ. ბარბარეს უბანი - მ/ს ""ვარკეთილი""",,"წმ. ბარბარეს უბანი - მ/ს ""ვარკეთილი""",,,Kveda Melotineta Settlement,,ქვედა მელითონეთა დასახლება,,,
1:minibusR25053,521,,true,"მეტრომშენი - მ/ს ""ვარკეთილი""",,"მეტრომშენი - მ/ს ""ვარკეთილი""",,,"მეტრომშენი - მ/ს ""ვარკეთილი""",,"მეტრომშენი - მ/ს ""ვარკეთილი""",,,Giorgi Ghviniashvili St #27,,გიორგი ღვინიაშვილის ქუჩა #27,,,
1:minibusR25397,522,,,თამარ მუჯირიშვილის ქ. - სადგურის მოედანი,,თამარ მუჯირიშვილის ქ. - სადგურის მოედანი,,,მუჯირიშვილის ქ.,,მუჯირიშვილის ქ.,,,სადგურის მოედანი,,სადგურის მოედანი,,,
1:minibusR24902,523,,,ვარკეთილის-3 III მ/რ (კორპ. #335) - მ/ს სამგორი (ქვედა),,ვარკეთილის-3 III მ/რ (კორპ. #335) - მ/ს სამგორი (ქვედა),,,ვარკეთილის-3 III მ/რ,,ვარკეთილის-3 III მ/რ,,,მ/ს სამგორი,,მ/ს სამგორი,,,
1:minibusR2803,524,,true,მ/ს ვარკეთილი - ისთ ფოინთი,,მ/ს ვარკეთილი - ისთ ფოინთი,,,ისთ ფოინთი - მ/ს ვარკეთილი,,ისთ ფოინთი - მ/ს ვარკეთილი,,,ისთ ფოინთი (მიკროავტობუსები),,ისთ ფოინთი (მიკროავტობუსები),,,
1:minibusR12977,525,,true,მ/ს ავლაბარი - მახათას მთა,,მ/ს ავლაბარი - მახათას მთა,,,"M/S ""Avlabari"" - Makhata Rise",,მ/ს ავლაბარი - მახათას მთა,,,მ/ს ავლაბარი (6),,მ/ს ავლაბარი (6),,,
1:minibusR25236,526,,,"ზურგოვანა - მ/ს ""დიდუბე""",,"ზურგოვანა - მ/ს ""დიდუბე""",,,ზურგოვანა,,ზურგოვანა,,,"მ/ს ""დიდუბე""",,"მ/ს ""დიდუბე""",,,
1:minibusR25211,527,,,"ზაჰესის დასახლება - მ/ს ""დიდუბე""",,"ზაჰესის დასახლება - მ/ს ""დიდუბე""",,,"მ/ს ""დიდუბე""",,"მ/ს ""დიდუბე""",,,ზაჰესის დასახლება,,ზაჰესის დასახლება,,,
1:minibusR25460,528,,,ნაკადულის ქ. -  სადგურის მოედანი,Nakaduli St. -  Station Square,ნაკადულის ქ. -  სადგურის მოედანი,ნაკადულის ქ. -  სადგურის მოედანი,,Nakaduli St,Nakaduli St.,ნაკადულის ქ.,,,სადგურის მოედანი,Station Square,სადგურის მოედანი,,,
1:minibusR11386,529,,,ბეჟანიშვილი ქ. - სადგურის მოედანი,,ბეჟანიშვილი ქ. - სადგურის მოედანი,,,Bezhanishvili St.,,ბეჟანიშვილის ქ.,,,სადგურის მოედანი,,სადგურის მოედანი,,,
1:minibusR25026,530,,true,"ვარკეთილი 3, IV მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი 3, IV მ/რ - მ/ს ""ვარკეთილი""",,,"ვარკეთილი 3, IV მ/რ - მ/ს ""ვარკეთილი""",,"ვარკეთილი 3, IV მ/რ - მ/ს ""ვარკეთილი""",,,Viktor Kupradze St #424,,ვიქტორ კუპრაძის ქუჩა #424,,,
1:minibusR24614,531,,,ხიზანიშვილის და ლესელიძისა  ქ. გადაკვეთა  - ფალიაშვილის ქ.,,ხიზანიშვილის და ლესელიძისა  ქ. გადაკვეთა  - ფალიაშვილის ქ.,,,გლდანის VI-VIII მ/რ,Gldani VI-VIII M/D,გლდანის VI-VIII მ/რ,,,ფალიაშვილის ქ.,,ფალიაშვილის ქ.,,,
1:minibusR24571,532,,true,დუმბაძის გამზ. - თავისუფლების მოედ.,,დუმბაძის გამზ. - თავისუფლების მოედ.,,,დუმბაძის გამზ. - თავისუფლების მოედ.,,დუმბაძის გამზ. - თავისუფლების მოედ.,,,Nodar Dumbadze Ave #18,,ნოდარ დუმბაძის გამზირი კორპუსი #18,,,
1:minibusR25747,533,,true,გადასასვლელი ხიდი - იმერეთის ქ.,,გადასასვლელი ხიდი - იმერეთის ქ.,,,გადასასვლელი ხიდი - იმერეთის ქ.,,გადასასვლელი ხიდი - იმერეთის ქ.,,,Railway Passage Bridge,,გადასასვლელი ხიდი,,,
1:minibusR25434,534,,,ლუბლიანას ქ. - ვარკეთილის IV მ/რ,,ლუბლიანას ქ. - ვარკეთილის IV მ/რ,,,ლუბლიანას ქ.,,ლუბლიანას ქ.,,,Varketili IV M/D,,ვარკეთილის IV მ/რ,,,
1:minibusR24928,535,,true,"ბესარიონ ჭიჭინაძის ქ. - მ/ს ""სამგორი""",,"ბესარიონ ჭიჭინაძის ქ. - მ/ს ""სამგორი""",,,"ბესარიონ ჭიჭინაძის ქ. - მ/ს ""სამგორი""",,"ბესარიონ ჭიჭინაძის ქ. - მ/ს ""სამგორი""",,,Public School for Impaired Vision people #201,,#201-ე სუსტმხედველთა საჯარო სკოლა,,,
1:minibusR25085,536,,,ლადო გუდიაშვილის ქ. - ლუბლიანას ქ.,,ლადო გუდიაშვილის ქ. - ლუბლიანას ქ.,,,Baratashvili St,,ბარათაშვილის ქ.,,,ლუბლიანას ქ.,,ლუბლიანას ქ.,,,
1:minibusR25603,537,,true,"ნუცუბიძის IV მ/რ - მ/ს ""დელისი""",,"ნუცუბიძის IV მ/რ - მ/ს ""დელისი""",,,"ნუცუბიძის IV მ/რ - მ/ს ""დელისი""",,"ნუცუბიძის IV მ/რ - მ/ს ""დელისი""",,,"ნუცუბიძის IV პლატო, კორპ 23/24",,"ნუცუბიძის IV პლატო, კორპ 23/24",,,
1:minibusR25331,538,,,მ/ს დიდუბე - ორთაჭალის ც/ავტოსადგური,,მ/ს დიდუბე - ორთაჭალის ც/ავტოსადგური,,,M/S Didube,,მ/ს დიდუბე,,,ორთაჭალის ავტოსადგური,,ორთაჭალის ავტოსადგური,,,
1:minibusR25151,539,,,სადგურის მოედანი - დიდი დიღმის IV მ/რ,Station Square – Didi Dighomi IV Microdistrict,სადგურის მოედანი - დიდი დიღმის IV მ/რ,,,Didi Dighomi IV M/D,Station Square,დიდი დიღმის IV მ/რ,,,სადგურის მოედანი,Didi Dighomi IV Microdistrict,სადგურის მოედანი,,,
1:minibusR25426,540,,,"ილია ჭავჭავაძის გამზირი - სავაჭრო ცენტრი ""ისთ ფოინთი""",Ilia Chavchavadze Ave. – East Point,"ილია ჭავჭავაძის გამზირი - სავაჭრო ცენტრი ""ისთ ფოინთი""",,,ჭავჭავაძის გამზირი,Ilia Chavchavadze Ave.,ჭავჭავაძის გამზირი,,,East Point,,ისთ ფოინთი,,,
1:minibusR24587,541,,,დიდი დიღმის IV მ/რ - ამაღლების ქ.,Didi Dighomi IV M/D – Amaghleba St.,,,,ამაღლების ქ.,Amaghleba St.,ამაღლების ქ.,,,Didi Dighomi IV M/D,,დიდი დიღმის IV მ/რ,,,true
1:minibusR24537,542,,true,დარკვეთის ქ. - გადასასვლელი ხიდი,,დარკვეთის ქ. - გადასასვლელი ხიდი,,,დარკვეთის ქ. - გადასასვლელი ხიდი,,დარკვეთის ქ. - გადასასვლელი ხიდი,,,დარკვეთის ქუჩა #30,,დარკვეთის ქუჩა #30,,,
1:minibusR25547,543,,,მ/ს ახმეტელის თეატრი - მ/ს სარაჯიშვილი,,მ/ს ახმეტელის თეატრი - მ/ს სარაჯიშვილი,,,M/S Akhmeteli Theatre,,მ/ს ახმეტელის თეატრი,,,Sarajishvili M/S,,მ/ს სარაჯიშვილი,,,
1:minibusR24871,544,,,კრწანისის ქუჩა - მ/ს 300 არაგველი,,კრწანისის ქუჩა - მ/ს 300 არაგველი,,,Krtsanisi Street,,კრწანისის ქუჩა,,,მ/ს 300 არაგველი,,მ/ს 300 არაგველი,,,
1:minibusR24891,545,,true,"ბ.ხმელნიცკის ქ. - მ/ს ""ისანი""",,"ბ.ხმელნიცკის ქ. - მ/ს ""ისანი""",,,"მ/ს ""ისანი"" - ბ.ხმელნიცკის ქ.",,"მ/ს ""ისანი"" - ბ.ხმელნიცკის ქ.",,,Public School #106,,#106-ე საჯარო სკოლა,,,
1:minibusR24966,546,,true,"იყალთოს გორა - მ/ს ""ტექნიკური უნივერსიტეტი""",,"იყალთოს გორა - მ/ს ""ტექნიკური უნივერსიტეტი""",,,"იყალთოს გორა - მ/ს ""ტექნიკური უნივერსიტეტი""",,"იყალთოს გორა - მ/ს ""ტექნიკური უნივერსიტეტი""",,,Ikalto Hill,,იყალთოს გორა,,,
1:minibusR25311,547,,true,ისთ პოინთი - ბარათაშვილის ქ.,,ისთ პოინთი - ბარათაშვილის ქ.,,,ისთ პოინთი - ბარათაშვილის ქ.,,ისთ პოინთი - ბარათაშვილის ქ.,,,ისთ ფოინთი (მიკროავტობუსები),,ისთ ფოინთი (მიკროავტობუსები),,,
1:minibusR24164,548,,true,"ზაჰესის დასახლება - მ/ს ""ახმეტელის თეატრი""",,"ზაჰესის დასახლება - მ/ს ""ახმეტელის თეატრი""",,,"ზაჰესის დასახლება - მ/ს ""ახმეტელის თეატრი""",,"ზაჰესის დასახლება - მ/ს ""ახმეტელის თეატრი""",,,Freedom St #70,,თავისუფლების ქუჩა #70,,,
1:minibusR32959,549,,true,წინანაურის ქ. - დიდი ხეივნის ქ.,,წინანაურის ქ. - დიდი ხეივნის ქ.,,,წინანაურის ქ. - დიდი ხეივნის ქ.,,წინანაურის ქ. - დიდი ხეივნის ქ.,,,წინანაურის ქ. #93,,წინანაურის ქ. #93,,,
1:minibusR25268,550,,,"ვარკეთილი 3, I მ/რ - ლუბლიანას ქ.",,"ვარკეთილი 3, I მ/რ - ლუბლიანას ქ.",,,"ვარკეთილი 3, I მ/რ",,"ვარკეთილი 3, I მ/რ",,,ლუბლიანას ქ.,,ლუბლიანას ქ.,,,
1:minibusR24579,551,,,თბილისი მოლი - ანა პოლიტკოვსკაიას ქ.,,თბილისი მოლი - ანა პოლიტკოვსკაიას ქ.,,,Tbilisi Mall,,თბილისი მოლი,,,Politkovskaya St,,პოლიტკოვსკაიას ქ.,,,
1:minibusR32979,552,,true,მ/ს 300 არაგველი - ბაჟან კალანდაძის ქ.,,მ/ს 300 არაგველი - ბაჟან კალანდაძის ქ.,,,მ/ს 300 არაგველი - ბაჟან კალანდაძის ქ.,,მ/ს 300 არაგველი - ბაჟან კალანდაძის ქ.,,,"M/S ""300 Aragveli""",,"მ/ს ""300 არაგველი""",,,
1:minibusR32989,553,,true,მ/ს ღრმაღელე - გვაზავას II შეს.,,მ/ს ღრმაღელე - გვაზავას II შეს.,,,გვაზავას II შეს - მ/ს ღრმაღელე,,გვაზავას II შეს - მ/ს ღრმაღელე,,,"გვაზაურის II შესახვევი, N 67",,"გვაზაურის II შესახვევი, N 67",,,
1:minibusR33033,554,,true,მ/ს ვარკეთილი - თვალჭრელიზის ქ.,,მ/ს ვარკეთილი - თვალჭრელიზის ქ.,,,მ/ს ვარკეთილი - თვალჭრელიზის ქ.,,მ/ს ვარკეთილი - თვალჭრელიზის ქ.,,,Imeda Kahniashvili Street,,იმედა კახნიაშვილის ქუჩა,,,
1:minibusR33041,555,,true,შორაპნის II ქ. - მ/ს 300 არაგველი,,შორაპნის II ქ. - მ/ს 300 არაგველი,,,შორაპნის II ქ. - მ/ს 300 არაგველი,,შორაპნის II ქ. - მ/ს 300 არაგველი,,,შორაპნის II ქ. #11ა,,შორაპნის II ქ. #11ა,,,
1:minibusR33048,556,,true,გადასასვლელი ხიდი - ჩეჩელაშვილის ქ.,,გადასასვლელი ხიდი - ჩეჩელაშვილის ქ.,,,გადასასვლელი ხიდი - ჩეჩელაშვილის ქ.,,გადასასვლელი ხიდი - ჩეჩელაშვილის ქ.,,,Railway Passage Bridge,,გადასასვლელი ხიდი,,,
1:minibusR25405,557,,,კრწანისის ქ. - სამგორის ქ.,,კრწანისის ქ. - სამგორის ქ.,,,კრწანისის ქ.,,კრწანისის ქ.,,,სამგორის ქ.,,სამგორის ქ.,,,
1:minibusR33069,558,,true,"ნუცუბიძის I მ/რ  - მ/ს ""დელისი""",,"ნუცუბიძის I მ/რ  - მ/ს ""დელისი""",,,"ნუცუბიძის I მ/რ  - მ/ს ""დელისი""",,"ნუცუბიძის I მ/რ  - მ/ს ""დელისი""",,,"Nutsubidze I M/D, #33",,"ნუცუბიძის I მ/რ, #33",,,
1:minibusR217118,559,,true,ამილახვარის ქ. - მ/ს ვარკეთილი,,ამილახვარის ქ. - მ/ს ვარკეთილი,,,ამილახვარის ქ. - მ/ს ვარკეთილი,,ამილახვარის ქ. - მ/ს ვარკეთილი,,,გივი ამილახვარის ქ. N17,,გივი ამილახვარის ქ. N17,,,
1:minibusR24447,567,,,სამგორის ქ. - ყვარლისა და უშაკოვის ქ. გადაკვეთა,,სამგორის ქ. - ყვარლისა და უშაკოვის ქ. გადაკვეთა,,,სამგორის ქ.,,სამგორის ქ.,,,მეტრომშენი,,მეტრომშენი,,,
1:minibusR2681,576,,true,"ნიაბის ქ. - მ/ს ""ავლაბარი""",,"ნიაბის ქ. - მ/ს ""ავლაბარი""",,,"ნიაბის ქ. - მ/ს ""ავლაბარი""",,"ნიაბის ქ. - მ/ს ""ავლაბარი""",,,ნიაბის ქ. (#55-ის მიმდებარედ),,ნიაბის ქ. (#55-ის მიმდებარედ),,,
1:minibusR24487,580,,true,"კრწანისის ქ. - მ/ს ""რუსთაველი""",,"კრწანისის ქ. - მ/ს ""რუსთაველი""",,,"კრწანისის ქ. - მ/ს ""რუსთაველი""",,"კრწანისის ქ. - მ/ს ""რუსთაველი""",,,Grigol Volski Street,,გრიგოლ ვოლსკის ქუჩა,,,
1:minibusR2785,582,,true,"ლილოს დასახლება - მ/ს ""ვარკეთილი""",,"ლილოს დასახლება - მ/ს ""ვარკეთილი""",,,"ლილოს დასახლება - მ/ს ""ვარკეთილი""",,"ლილოს დასახლება - მ/ს ""ვარკეთილი""",,,თენგიზ სტურუას ქ. #2,,თენგიზ სტურუას ქ. #2,,,
